PDBID	LigandMonomerID	LigandName	ReceptorKi(binding affinity)	log(Ki)
1BNQ	10885.0	Brinzolamide (BRZ)	3.0	0.47712125471966244
1BNQ	11392.0	AL-8520	1.0	0.0
1BNQ	11932.0	AL5300	0.2	-0.6989700043360187
1BNQ	11934.0	AL4623	0.32	-0.494850021680094
1BNQ	11935.0	AL7182	0.1	-1.0
1BNQ	11936.0	AL7089	0.1	-1.0
1BNQ	11937.0	AL7099	2.0	0.3010299956639812
1BNQ	13056.0	sulfonamide 6	3.0	0.47712125471966244
1BNQ	50017729.0	CHEMBL545239	0.69	-0.16115090926274472
1BNQ	50080670.0	CHEMBL341002	3.0	0.47712125471966244
1BNT	10885.0	Brinzolamide (BRZ)	3.0	0.47712125471966244
1BNT	11390.0	AL-6619	1.0	0.0
1BNT	11391.0	AL-6629	1.0	0.0
1BNT	11392.0	AL-8520	1.0	0.0
1BNT	11421.0	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 28	0.11	-0.958607314841775
1BNT	11422.0	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 29	0.08	-1.0969100130080565
1BNT	11932.0	AL5300	0.2	-0.6989700043360187
1BNT	11933.0	AL5424	0.16	-0.7958800173440752
1BNT	11935.0	AL7182	0.1	-1.0
1BNT	11936.0	AL7089	0.1	-1.0
1BNT	11937.0	AL7099	2.0	0.3010299956639812
1BNT	11938.0	AL6528	0.13	-0.8860566476931632
1BNT	13056.0	sulfonamide 6	3.0	0.47712125471966244
1BNU	10885.0	Brinzolamide (BRZ)	3.0	0.47712125471966244
1BNU	11392.0	AL-8520	1.0	0.0
1BNU	11932.0	AL5300	0.2	-0.6989700043360187
1BNU	11933.0	AL5424	0.16	-0.7958800173440752
1BNU	11934.0	AL4623	0.32	-0.494850021680094
1BNU	11935.0	AL7182	0.1	-1.0
1BNU	11936.0	AL7089	0.1	-1.0
1BNU	11937.0	AL7099	2.0	0.3010299956639812
1BNU	13056.0	sulfonamide 6	3.0	0.47712125471966244
1BNV	10885.0	Brinzolamide (BRZ)	3.0	0.47712125471966244
1BNV	11391.0	AL-6629	1.0	0.0
1BNV	11392.0	AL-8520	1.0	0.0
1BNV	11421.0	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 28	0.11	-0.958607314841775
1BNV	11425.0	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 33	0.16	-0.7958800173440752
1BNV	11932.0	AL5300	0.2	-0.6989700043360187
1BNV	11933.0	AL5424	0.16	-0.7958800173440752
1BNV	11934.0	AL4623	0.32	-0.494850021680094
1BNV	11935.0	AL7182	0.1	-1.0
1BNV	11936.0	AL7089	0.1	-1.0
1BNV	11937.0	AL7099	2.0	0.3010299956639812
1BNV	13056.0	sulfonamide 6	3.0	0.47712125471966244
1BZJ	50069997.0	CHEMBL119459	26000.0	4.414973347970818
1BZJ	50070000.0	CHEBI:293868	130000.0	5.113943352306837
1BZJ	50070001.0	CHEBI:293895	112000.0	5.049218022670182
1BZJ	50070003.0	CHEMBL119693	29000.0	4.4623979978989565
1BZJ	50070004.0	CHEBI:293867	93000.0	4.968482948553935
1BZJ	50075312.0	CHEMBL60857	718100.0	5.8561849267271695
1BZJ	50102186.0	CHEMBL57974	2500.0	3.3979400086720375
1BZJ	50103227.0	CHEMBL99447	22000.0	4.342422680822207
1BZJ	50107745.0	CHEBI:334115	26000.0	4.414973347970818
1BZJ	50239833.0	CHEMBL259628	120.0	2.0791812460476247
1CIL	10884.0	Dorzolamide (DZA)	0.37	-0.431798275933005
1CIL	13054.0	Dorzolamide, DZA	9.0	0.9542425094393249
1CIL	50017726.0	CHEMBL554854	2.0	0.3010299956639812
1CIL	50017728.0	CHEMBL543604	1.0	0.0
1CIL	50041027.0	CHEMBL9688	0.3	-0.5228787452803376
1CIL	50041033.0	CHEMBL475	2.0	0.3010299956639812
1CIL	50041037.0	CHEMBL415964	0.17	-0.769551078621726
1CIL	50041041.0	CHEMBL273822	2.0	0.3010299956639812
1CIL	50041042.0	CHEMBL276679	15.0	1.1760912590556813
1CIL	50041045.0	CHEMBL273599	0.14	-0.8538719643217619
1CIL	50041048.0	CHEMBL9660	1.0	0.0
1CIL	50094370.0	Sulfonamide, 5	9.0	0.9542425094393249
1CIL	50160672.0	Sulfonamide, 6	3.0	0.47712125471966244
1CKP	7478.0	Purvalanol B	9.0	0.9542425094393249
1CKP	7533.0	(R)-Roscovitine	400.0	2.6020599913279625
1CKP	10633.0	purine deriv. 1	800.0	2.9030899869919438
1CKP	10634.0	purine deriv. 2	200.0	2.3010299956639813
1CKP	10635.0	purine deriv. 3	30.0	1.4771212547196624
1CKP	10636.0	purine deriv. 4	8000.0	3.9030899869919438
1CKP	10638.0	purine deriv. 6	900.0	2.9542425094393248
1CKP	10639.0	purine deriv. 7	2400.0	3.380211241711606
1CKP	10640.0	purine deriv. 8	100000.0	5.0
1CKP	10909.0	N6-methyl-(R)-roscovitine	250000.0	5.3979400086720375
1CKP	11460.0	H717	48.0	1.6812412373755872
1CKP	27216.0	Purvalanol A	70.0	1.845098040014257
1CNW	12013.0	SBB	1.0	0.0
1CNW	12417.0	BR17	27.0	1.4313637641589874
1CNW	12916.0	N-propynyl amide derivative 2	47.0	1.6720978579357175
1CNW	50031452.0	CHEBI:217880	41.0	1.6127838567197355
1CNW	50031453.0	CHEBI:217882	19.0	1.2787536009528289
1CNW	50031454.0	CHEBI:217926	43.0	1.6334684555795864
1CNW	50031455.0	CHEBI:218397	50.0	1.6989700043360187
1CNW	50031456.0	CHEBI:217969	16.0	1.2041199826559248
1CNW	50101335.0	CHEMBL51506	7.0	0.8450980400142568
1CNW	50101343.0	CHEMBL51385	330.0	2.5185139398778875
1CNW	50101349.0	CHEMBL53135	240.0	2.380211241711606
1CNW	50101353.0	CHEMBL50446	120.0	2.0791812460476247
1CNW	50101383.0	CHEMBL431742	290.0	2.462397997898956
1CNW	50288925.0	CHEMBL153432	230.0	2.361727836017593
1D3G	15339.0	Brequinar	7.0	0.8450980400142568
1D3G	50069959.0	CHEMBL300058	12.0	1.0791812460476249
1D3G	50070839.0	CHEMBL48928	26.0	1.414973347970818
1D3G	50201925.0	CHEMBL220467	7.0	0.8450980400142568
1D3G	50284819.0	CHEMBL39188	210.0	2.322219294733919
1D3G	50284820.0	CHEMBL38978	50.0	1.6989700043360187
1D3G	50284823.0	CHEMBL38440	400.0	2.6020599913279625
1D3G	50284824.0	CHEMBL38476	230.0	2.361727836017593
1D3G	50284825.0	CHEMBL289555	300.0	2.4771212547196626
1D3G	50284826.0	CHEMBL288708	8.0	0.9030899869919435
1D3G	50284828.0	CHEMBL39151	200.0	2.3010299956639813
1D3G	50284830.0	CHEMBL38421	24.0	1.380211241711606
1D3G	50284837.0	CHEMBL416057	40.0	1.6020599913279623
1D3G	50284842.0	CHEMBL36047	30.0	1.4771212547196624
1D3G	50284855.0	CHEMBL38242	38.0	1.5797835966168101
1D3G	50284863.0	CHEMBL43521	500.0	2.6989700043360187
1D3G	50284869.0	CHEMBL38639	140.0	2.146128035678238
1DDU	18050.0	Methotrexate	90000.0	4.954242509439325
1DDU	20676.0	Pyrrolo[3,2-d]pyrimidine analogue, 4	69.0	1.8388490907372552
1DDU	50012244.0	CHEMBL25889	5.0	0.6989700043360189
1DDU	50028408.0	CHEMBL265510	90.0	1.954242509439325
1DDU	50158424.0	CB3717	60.0	1.7781512503836436
1DDU	50158426.0	CHEMBL225071	57000.0	4.7558748556724915
1DDU	50158535.0	CHEMBL374172	180000.0	5.2552725051033065
1DDU	50171511.0	CHEMBL365307	170000.0	5.230448921378274
1EK2	50124654.0	CHEMBL11293	223900.0	5.35005409357903
1EK2	50124656.0	CHEMBL11552	100.0	2.0
1EK2	50124658.0	CHEMBL11524	71.0	1.8512583487190752
1EK2	50143908.0	CHEMBL304297	122000.0	5.086359830674748
1EK2	50143911.0	CHEMBL70175	500000.0	5.698970004336019
1EK2	50143914.0	CHEMBL66380	500000.0	5.698970004336019
1EK2	50143925.0	CHEMBL67158	50.0	1.6989700043360187
1EK2	50192936.0	CHEMBL219695	1900.0	3.278753600952829
1EK2	50192966.0	CHEMBL434374	24000.0	4.380211241711606
1EK2	50196665.0	CHEMBL224580	50.0	1.6989700043360187
1EK2	50196667.0	CHEMBL224395	50.0	1.6989700043360187
1EK2	50327823.0	CHEMBL1256164	4.0	0.6020599913279624
1ETS	50037996.0	CHEMBL51173	6.0	0.7781512503836436
1ETS	50072840.0	CHEMBL346607	6.0	0.7781512503836436
1ETS	50098230.0	CHEMBL9491	7.0	0.8450980400142568
1ETS	50098234.0	CHEMBL268683	5370.0	3.7299742856995555
1ETS	50098246.0	CHEMBL9111	4320.0	3.635483746814912
1ETS	50291358.0	CHEMBL349986	52.0	1.7160033436347992
1ETS	50291360.0	CHEMBL165413	5370.0	3.7299742856995555
1ETS	50291361.0	CHEMBL165909	46.0	1.662757831681574
1ETS	50291362.0	CHEMBL349483	2700.0	3.4313637641589874
1ETS	50291363.0	CHEMBL354307	20.0	1.3010299956639813
1ETS	50291364.0	CHEMBL424164	4320.0	3.635483746814912
1FJ4	50138281.0	CHEMBL322740	20000.0	4.301029995663981
1FJ4	50180103.0	CHEMBL200240	1000000.0	6.0
1FJ4	50180104.0	CHEMBL372341	1000000.0	6.0
1FJ4	50180110.0	CHEMBL199463	1000000.0	6.0
1FJ4	50180116.0	CHEMBL200363	1000000.0	6.0
1FJ4	50180118.0	CHEMBL199428	1000000.0	6.0
1FJ4	50180121.0	CHEMBL201227	1000000.0	6.0
1FJ4	50180122.0	CHEMBL199976	1000000.0	6.0
1FJ4	50180123.0	CHEMBL202928	1000000.0	6.0
1FJ4	50180127.0	CHEMBL200655	100000.0	5.0
1FJ4	50180129.0	CHEMBL199516	1000000.0	6.0
1FJ4	50180130.0	CHEMBL200803	100000.0	5.0
1FVV	7744.0	Oxindole-Based Inhibitor 80	3.0	0.47712125471966244
1FVV	7747.0	Oxindole-Based Inhibitor 83	6.0	0.7781512503836436
1FVV	7748.0	Oxindole-Based Inhibitor 84	5.0	0.6989700043360189
1FVV	7749.0	Oxindole-Based Inhibitor 85	5.0	0.6989700043360189
1FVV	7751.0	Oxindole-Based Inhibitor 87	0.54	-0.26760624017703144
1FVV	7752.0	Oxindole-Based Inhibitor 88	5.0	0.6989700043360189
1FVV	7754.0	Oxindole-Based Inhibitor 90	4.0	0.6020599913279624
1FVV	7755.0	Oxindole-Based Inhibitor 91	10.0	1.0
1FVV	7756.0	Oxindole-Based Inhibitor 92	6.0	0.7781512503836436
1FVV	7757.0	Oxindole-Based Inhibitor 93	281.0	2.44870631990508
1FVV	7758.0	Oxindole-Based Inhibitor 94	6.0	0.7781512503836436
1FVV	7760.0	Oxindole-Based Inhibitor 96	3.0	0.47712125471966244
1FVV	7761.0	Oxindole-Based Inhibitor 97	75.0	1.8750612633917
1FVV	7766.0	Oxindole-Based Inhibitor 102	6.0	0.7781512503836436
1FVV	91779.0	CS244	333.0	2.5224442335063197
1G45	12013.0	SBB	6.0	0.7781512503836436
1G45	12015.0	4-fluoro-SBB	3.0	0.47712125471966244
1G45	12016.0	2,3-difluoro-SBB	2.0	0.3010299956639812
1G45	12019.0	2,6-difluoro-SBB	4.0	0.6020599913279624
1G45	12020.0	2,3,4-trifluoro-SBB	4.0	0.6020599913279624
1G45	12021.0	2,4,6-trifluoro-SBB	4.0	0.6020599913279624
1G45	12022.0	3,4,5-trifluoro-SBB	4.0	0.6020599913279624
1G45	12023.0	2,3,4,5,6-pentafluoro-SBB	2.0	0.3010299956639812
1G46	12013.0	SBB	6.0	0.7781512503836436
1G46	12014.0	2-fluoro-SBB	2.0	0.3010299956639812
1G46	12015.0	4-fluoro-SBB	3.0	0.47712125471966244
1G46	12016.0	2,3-difluoro-SBB	2.0	0.3010299956639812
1G46	12017.0	2,4-difluoro-SBB	3.0	0.47712125471966244
1G46	12018.0	2,5-difluoro-SBB	2.0	0.3010299956639812
1G46	12019.0	2,6-difluoro-SBB	4.0	0.6020599913279624
1G46	12020.0	2,3,4-trifluoro-SBB	4.0	0.6020599913279624
1G46	12021.0	2,4,6-trifluoro-SBB	4.0	0.6020599913279624
1G46	12022.0	3,4,5-trifluoro-SBB	4.0	0.6020599913279624
1G46	12023.0	2,3,4,5,6-pentafluoro-SBB	2.0	0.3010299956639812
1G4J	12013.0	SBB	6.0	0.7781512503836436
1G4J	12014.0	2-fluoro-SBB	2.0	0.3010299956639812
1G4J	12015.0	4-fluoro-SBB	3.0	0.47712125471966244
1G4J	12016.0	2,3-difluoro-SBB	2.0	0.3010299956639812
1G4J	12018.0	2,5-difluoro-SBB	2.0	0.3010299956639812
1G4J	12019.0	2,6-difluoro-SBB	4.0	0.6020599913279624
1G4J	12021.0	2,4,6-trifluoro-SBB	4.0	0.6020599913279624
1G4J	12022.0	3,4,5-trifluoro-SBB	4.0	0.6020599913279624
1G4J	12023.0	2,3,4,5,6-pentafluoro-SBB	2.0	0.3010299956639812
1G4O	12013.0	SBB	6.0	0.7781512503836436
1G4O	12014.0	2-fluoro-SBB	2.0	0.3010299956639812
1G4O	12015.0	4-fluoro-SBB	3.0	0.47712125471966244
1G4O	12016.0	2,3-difluoro-SBB	2.0	0.3010299956639812
1G4O	12017.0	2,4-difluoro-SBB	3.0	0.47712125471966244
1G4O	12018.0	2,5-difluoro-SBB	2.0	0.3010299956639812
1G4O	12019.0	2,6-difluoro-SBB	4.0	0.6020599913279624
1G4O	12020.0	2,3,4-trifluoro-SBB	4.0	0.6020599913279624
1G4O	12021.0	2,4,6-trifluoro-SBB	4.0	0.6020599913279624
1G4O	12022.0	3,4,5-trifluoro-SBB	4.0	0.6020599913279624
1G4O	12023.0	2,3,4,5,6-pentafluoro-SBB	2.0	0.3010299956639812
1G5S	5718.0	Olomoucine	7000.0	3.845098040014257
1G5S	7533.0	(R)-Roscovitine	400.0	2.6020599913279625
1G5S	10633.0	purine deriv. 1	800.0	2.9030899869919438
1G5S	10634.0	purine deriv. 2	200.0	2.3010299956639813
1G5S	10636.0	purine deriv. 4	8000.0	3.9030899869919438
1G5S	10638.0	purine deriv. 6	900.0	2.9542425094393248
1G5S	10640.0	purine deriv. 8	100000.0	5.0
1G5S	10909.0	N6-methyl-(R)-roscovitine	250000.0	5.3979400086720375
1G5S	11458.0	H327	50.0	1.6989700043360187
1G5S	11459.0	H622	24.0	1.380211241711606
1G5S	11460.0	H717	48.0	1.6812412373755872
1G5S	11461.0	H724	720.0	2.8573324964312685
1G6S	50280239.0	CHEBI:145988	13000.0	4.113943352306837
1G6S	50280240.0	CHEBI:145958	15.0	1.1760912590556813
1G6S	50280241.0	CHEBI:145990	90000.0	4.954242509439325
1G6S	50280242.0	CHEBI:145989	7000.0	3.845098040014257
1G6S	50281341.0	CHEMBL317037	1000.0	3.0
1G6S	50281343.0	CHEMBL318618	1500.0	3.1760912590556813
1G6S	50281345.0	CHEMBL32446	90000000.0	7.954242509439325
1G6S	50281988.0	CHEMBL32352	7000.0	3.845098040014257
1G6S	50281990.0	CHEMBL33426	1000.0	3.0
1G6S	50281993.0	CHEMBL287334	1500.0	3.1760912590556813
1G6S	50281995.0	CHEMBL284334	7500000.0	6.8750612633917
1G6S	50281998.0	CHEMBL290345	90000000.0	7.954242509439325
1G6S	50283578.0	CHEMBL88396	1500.0	3.1760912590556813
1G6T	50280240.0	CHEBI:145958	15.0	1.1760912590556813
1G6T	50280241.0	CHEBI:145990	90000.0	4.954242509439325
1G6T	50280242.0	CHEBI:145989	7000.0	3.845098040014257
1G6T	50281341.0	CHEMBL317037	1000.0	3.0
1G6T	50281343.0	CHEMBL318618	1500.0	3.1760912590556813
1G6T	50281988.0	CHEMBL32352	7000.0	3.845098040014257
1G6T	50281990.0	CHEMBL33426	1000.0	3.0
1G6T	50281993.0	CHEMBL287334	1500.0	3.1760912590556813
1G6T	50281995.0	CHEMBL284334	7500000.0	6.8750612633917
1G6T	50281998.0	CHEMBL290345	90000000.0	7.954242509439325
1G6T	50283578.0	CHEMBL88396	1500.0	3.1760912590556813
1GIH	6619.0	diarylurea deriv. 1	78.0	1.8920946026904804
1GIH	6620.0	5-alkylaminomethyl pyrazole-3-yl urea deriv. 9a	14000.0	4.146128035678238
1GIH	6621.0	5-alkylaminomethyl pyrazole-3-yl urea deriv. 9b	12000.0	4.079181246047625
1GIH	6622.0	5-alkylaminomethyl pyrazole-3-yl urea deriv. 9c	17000.0	4.230448921378274
1GIH	6623.0	5-alkylaminomethyl pyrazole-3-yl urea deriv. 9d	9800.0	3.9912260756924947
1GIH	6624.0	5-alkylaminomethyl pyrazole-3-yl urea deriv. 9e	9700.0	3.9867717342662448
1GIH	6625.0	5-alkylaminomethyl pyrazole-3-yl urea deriv. 9f	20000.0	4.301029995663981
1GIH	6628.0	5-alkylaminomethyl pyrazole-3-yl urea deriv. 9g	7500.0	3.8750612633917
1GIH	6629.0	5-alkylaminomethyl pyrazole-3-yl urea deriv. 9h	12000.0	4.079181246047625
1GIH	6630.0	pyrazole-3-yl urea deriv. 14a	25000.0	4.3979400086720375
1GIH	6631.0	pyrazole-3-yl urea deriv. 14b	25000.0	4.3979400086720375
1GIH	6632.0	pyrazole-3-yl urea deriv. 15a	180.0	2.255272505103306
1GIH	6633.0	pyrazole-3-yl urea deriv. 15b	440.0	2.6434526764861874
1GZ8	5461.0	O6-Substituted Guanine Deriv. 3	67000.0	4.826074802700826
1GZ8	5462.0	O6-Substituted Guanine Deriv. 4	48000.0	4.681241237375588
1GZ8	5463.0	O6-Substituted Guanine Deriv. 5	49000.0	4.690196080028514
1GZ8	5464.0	O6-Substituted Guanine Deriv. 6	100000.0	5.0
1GZ8	5467.0	O6-Substituted Guanine Deriv. 9	42000.0	4.623249290397901
1GZ8	5468.0	O6-Substituted Guanine Deriv. 10	15000.0	4.176091259055681
1GZ8	5469.0	O6-Substituted Guanine Deriv. 11	26000.0	4.414973347970818
